COMUNA;DC;NOM_DISTRITO
10301;9;MISIÓN DE CUINCO
10301;10;FORRAHUE
10301;11;CHACAYAL
10301;12;REMEHUE
10301;13;POLLOICO
10301;14;CHUYACA
10301;15;TACAMÓ
10301;16;PICHIL
10301;17;CANCURA
10301;18;CONCEPCION
10301;19;CEMENTERIO
10302;1;PUERTO OCTAY
10302;2;COIHUECO
10302;3;EL VOLCÁN
10302;4;EL ISLOTE
10303;1;PURRANQUE
10303;2;OROMO
10303;3;COÑICO
10303;4;CORTE ALTO
10303;5;MAIPUÉ
10303;6;HUEYUSCA
10303;7;RÍO BLANCO
10303;8;LOS PABILOS
10304;1;ENTRE LAGOS
10304;2;ANTILLANCA
10304;3;PICHIDAMAS
10304;4;LAGO RUPANCO
10305;1;RÍO NEGRO
10305;2;TRES ESTEROS
10305;3;HUILMA
10305;4;CAIPULLI
10305;5;CHAHUILCO
10305;6;RIACHUELO
10306;1;SAN JUAN DE LA COSTA
10306;2;LOMA DE LA PIEDRA
10306;3;BOCA DEL RÍO BUENO
10306;4;PUAUCHO
10306;5;PUCATRIHUE
10307;1;SAN PABLO
10307;2;SANTA ROSA
10307;3;PUTABLA
10307;4;SUCUTUY
10307;5;COLHUE
10307;6;ROSARIO DE LAS ÁNIMAS
10307;7;BELLAVISTA
10307;8;QUILACAHUÍN
10307;9;TRUMAO
10307;10;CARACOL
10307;11;DOLLINCO
10307;12;JUNCOS
10401;1;CHAITÉN
10401;2;CHUMELDÉN
10401;3;AYACARA
10401;4;LAGO YELCHO
10401;5;CHULÍN
10401;6;TALCÁN
10401;7;DESERTORES
10401;8;CHUIT
10401;9;RIÑIHUE
10402;1;FUTALEUFÚ
10402;2;RÍO AZULADO
10402;3;RÍO CHICO
10403;1;CONTAO
10403;2;LLEGUIMÁN
10403;3;HUALAIHUÉ
10403;4;RÍO NEGRO
10403;5;ISLA LLANCAHUE
10403;6;RÍO VODUDAHUE
10404;1;PALENA
10404;2;EL TRANQUILO
10404;3;EL MALITO
10404;4;LAGO YELCHO
11101;1;COYHAIQUE
11101;2;MANO NEGRA
11101;3;ÑIREGUAO
11101;4;LAGO POLLUX
11101;5;BALMACEDA
11101;6;LAGO ELIZALDE
11101;7;RÍO SIMPSON
11101;8;LAGO CARO
11101;9;LAGO PEDRO AGUIRRE CERDA
11101;10;RÍO CLARO
11101;11;LAS BANDURRIAS
11101;12;CERRO DIVISADERO
11101;13;ESTERO LA CRUZ
11102;1;LAGO VERDE
11102;2;RÍOS DE LOS NEVADOS
11102;3;LOMA BAJA
11102;4;LA TAPERA
11102;5;CISNES MEDIO
11201;1;PUERTO AYSÉN
11201;2;MAÑIGUALES
11201;3;FARELLONES
11201;4;VALLE LOS LAGOS
11201;5;SAN RAFAEL
11201;6;LAS HUICHAS
11201;7;PUERTO CHACABUCO
11202;1;PUERTO CISNES
11202;2;LAGO ROSSELOT
11202;3;LAGO PRESIDENTE ROOSEVELT
11202;4;LOS CHONOS
11202;5;CORCOVADO
11202;6;ISLA TANGBAC
11203;1;GUAITECAS
11301;1;RÍO CHACABUCO
11301;2;LAGO COCHRANE
11301;3;VALLE COLONIA
11301;4;RÍO NEFF
11301;5;LAGO VARGAS
11301;6;RÍO DE LOS ÑADIS
11301;7;VENTISQUERO
11302;1;RIO BRAVO
11302;2;CANDELARIO MANSILLA
11302;3;RIO VENTISQUERO
11302;4;VILLA O'HIGGINS
11303;1;TORTEL
11401;1;CHILE CHICO
11401;2;GUADAL
11401;3;LAGO BERTRAND
11401;4;RÍO LEÓN
11401;5;FACHINAL
11402;1;PUERTO IBÁÑEZ
11402;2;LAS MINAS
11402;3;LAGO  LAPPARENT
11402;4;CERRO CAJÓN
11402;5;ANTOLÍN SILVA
11402;6;PUERTO RÍO TRANQUILO
11402;7;MURTA
12101;1;PUNTA ARENOSA
12101;2;BARRIO YUGOSLAVO
12101;3;GOBERNADOR VIEL
12101;4;BARRIO PRAT
12101;5;CENTRO
12101;6;PUDETO
12101;7;BARRIO SUR
12101;8;DIECIOCHO DE SEPTIEMBRE
12101;9;KON-AIKEN
12101;10;LAS MINAS
12101;11;RÍO GRANDE
12101;12;AGUA FRESCA
12101;13;SILVA PALMA
12101;14;ISLA DAWSON
12101;15;ISLA CLARENCE
12102;1;LAGUNA BLANCA
12103;1;CRUZ DEL SUR
12103;2;ISLA RIESCO
12104;1;SAN GREGORIO
12104;2;FENTON
12201;1;ISLA NAVARINO
12201;2;HOSTE
12201;3;DARWIN
12202;1;PILOTO PARDO
12202;2;TIERRA DE O'HIGGINS
12301;1;PORVENIR
12301;2;CALETA JOSEFINA
12301;3;SAN SEBASTIÁN
12302;1;CERRO SOMBRERO
12302;2;BAHÍA FELIPE
12303;1;TIMAUKEL
12401;1;NATALES
12401;2;LAGO ANÍBAL PINTO
12401;3;MUÑOZ GAMERO
12401;4;PUERTO EDÉN
12401;5;CUEVA DEL MILODÓN
12402;1;CERRO CASTILLO
12402;2;TORRES DEL PAINE
13101;1;HUELÉN
13101;2;MONEDA
13101;3;AMUNÁTEGUI
13101;4;BRASIL
13101;5;CHACABUCO
13101;6;PORTALES
13101;7;MATUCANA
13101;8;SAN SATURNINO
13101;9;MAPOCHO
13101;10;VICUÑA MACKENNA
13101;11;SAN ISIDRO
13101;12;UNIVERSIDAD
13101;13;ALMAGRO
13101;14;PORVENIR
13101;15;SAN DIEGO
13101;16;SANTA ELENA
13101;17;CARMEN
13101;18;VICTORIA
13101;19;VALPARAÍSO
13101;20;FRANKLIN
13101;21;MATADERO
13101;22;PARQUE O´HIGGINS
13101;23;CLUB HÍPICO
13101;24;SAN EUGENIO
13101;25;EXPOSICIÓN
13101;26;SAN ALFONSO
13101;27;AVENIDA ESPAÑA
13101;28;EJÉRCITO
13101;29;QUINTA NORMAL
13102;1;CERRILLOS
13102;2;VILLA MÉXICO
13102;3;DIVINO MAESTRO
13102;4;LO ERRÁZURIZ
13103;1;CERRO NAVIA
13103;2;JANEQUEO
13103;3;JOSÉ JOAQUÍN PÉREZ
13103;4;POBLACIÓN ROOSEVELT
13103;5;DALMACIA
13103;6;EL MONTIJO
13103;7;VIOLETA PARRA
13103;8;VICTORIA
13103;9;RÍO VIEJO
13104;1;CONCHALÍ
13104;2;JUANITA AGUIRRE
13104;3;POMAIRE
13104;4;ENEAS GONEL
13104;5;LA PALMA
13104;6;MONTERREY
13104;7;EL CORTIJO
13104;8;LUTHER KING
13104;9;MUNICIPALIDAD
13104;10;EL COMENDADOR
13105;1;EL BOSQUE
13105;2;LAGOS DE CHILE
13105;3;CAPITÁN ÁVALOS
13105;4;SARGENTO ALDEA
13105;5;AVIADORES
13105;6;SANTA ELENA
13105;7;EL ALMENDRO
13105;8;LEÓN XIII
13105;9;LOS CÓNDORES
13105;10;LAS PARCELAS
13106;1;ESTACIÓN CENTRAL
13106;2;MAESTRANZA
13106;3;HERMANOS CARRERA
13106;4;NOGALES
13106;5;LA ARAUCANA
13106;6;INFANTE CERDA
13106;7;CHUCHUNCO
13106;8;LAS PARCELAS
13106;9;LAS REJAS
13106;10;PILA DEL GANSO
13106;11;ECUADOR
13106;12;UNIVERSIDAD TÉCNICA
13106;13;BERNAL DEL MERCADO
13106;14;AEROPUERTO
13107;1;HUECHURABA
13107;2;LA PINCOYA
13107;3;AVENIDA PRINCIPAL
13107;4;REPÚBLICA DE FRANCIA
13107;5;LA PIRÁMIDE
13107;6;PARQUE DEL RECUERDO
13108;1;INDEPENDENCIA
13108;2;JUAN ANTONIO RÍOS
13108;3;MIRAFLORES
13108;4;HIPÓDROMO
13108;5;SANTA LAURA
13108;6;EL MOLINO
13108;7;ESCUELA DE MEDICINA
13109;1;LA CISTERNA
13109;2;OCHAGAVÍA
13109;3;LO OVALLE
13109;4;EL PARRÓN
13109;5;VICUÑA MACKENNA
13109;6;LA CULTURA
13110;1;MUNICIPALIDAD
13110;2;BALNEARIO MUNICIPAL
13110;3;GERÓNIMO DE ALDERETE
13110;4;ROJAS MAGALLANES
13110;5;DEPARTAMENTAL
13110;6;WALKER MARTÍNEZ
13110;7;CANAL LAS PERDICES
13110;8;SANTA JULIA
13110;9;SANTA INÉS
13110;10;SANTA AMALIA
13110;11;SAN JORGE
13110;12;SAN PEDRO
13110;13;MARÍA ELENA
13110;14;POZO ARENERO
13110;15;SAN JOSÉ DE LA ESTRELLA
13110;16;GENERAL ARRIAGADA
13110;17;AVENIDA TRINIDAD
13110;18;PUNTA ARENAS
13110;19;MANUTARA
13110;20;SÓTERO DEL RÍO
13110;21;LÍA AGUIRRE
13111;1;LA GRANJA
13111;2;SAN GREGORIO PONIENTE
13111;3;MALAQUÍAS CONCHA
13111;4;AVENIDA CENTRAL
13111;5;PARQUE INTERCOMUNAL
13111;6;SAN GREGORIO ORIENTE
13111;7;SAN JOSÉ DE LA ESTRELLA
13111;8;SANTA ROSA
13112;1;MAPUHUÉ
13112;2;SAN RICARDO
13112;3;PABLO DE ROKHA
13112;4;ANTUMAPU
13112;5;LA PLATINA
13112;6;REY DON FELIPE
13112;7;VICENTE LLANOS
13112;8;LA PRIMAVERA
13113;1;LARRAÍN
13113;2;LYNCH NORTE
13113;3;PRÍNCIPE DE GALES
13113;4;PARQUE LA QUINTRALA
13113;5;PLAZA OSSANDÓN
13113;6;LA REINA
13113;7;AERÓDROMO TOBALABA
13114;1;ESCUELA MILITAR
13114;2;ESTADIO PALESTINO
13114;3;HOSPITAL FACH
13114;4;LAS CONDES
13114;5;ESTADIO ITALIANO
13114;6;LOS DOMÍNICOS
13114;7;CERRO APOQUINDO
13114;8;CHAPIQUIÑA
13114;9;EL PILLÁN
13114;10;SEBASTIÁN EL CANO
13114;11;ESTADIO ESPAÑOL
13114;12;VATICANO
13114;13;CERRO SAN LUIS
13114;14;HOSPITAL DE CARABINEROS
13114;15;SAN CARLOS DE APOQUINDO
13114;16;CERRO CALÁN
13115;1;LA DEHESA
13115;2;EL ARRAYÁN
13115;3;FARELLONES
13115;4;LO BARNECHEA
13116;1;LO ESPEJO
13116;2;LAS TORRES
13116;3;POBLACIÓN CARO SUR
13116;4;POBLACIÓN CARO NORTE
13116;5;QUIRIQUINA
13116;6;CARLOS DITTBORN
13116;7;CLARA ESTRELLA
13117;1;LO PRADO
13117;2;BLANQUEADO
13117;3;TERRITORIO ANTÁRTICO
13117;4;CALIFORNIA
13117;5;OSCAR BONILLA
13117;6;COSTA RICA
13117;7;NEPTUNO
13118;1;LO PLAZA
13118;2;MACUL
13118;3;PEDREROS
13118;4;CAMINO AGRÍCOLA
13118;5;VILLA SANTA CAROLINA
13118;6;IGNACIO CARRERA PINTO
13119;1;CINCO DE ABRIL
13119;2;LOS LIBERTADORES
13119;3;RAMÓN FREIRE
13119;4;FERIA INTERNACIONAL
13119;5;LAS INDUSTRIAS
13119;6;SAN MARTÍN
13119;7;MAIPÚ PONIENTE
13119;8;PORTALES
13119;9;TEMPLO VOTIVO
13119;10;O´HIGGINS
13119;11;LAS HERAS
13119;12;BLANCO ENCALADA
13119;13;LA RINCONADA
13119;14;LAS LOMAS
13119;15;ESQUINA BLANCA
13119;16;NUEVA SAN MARTÍN
13119;17;SAN JOSÉ
13119;18;EL CARMEN
13119;19;EL BOSQUE
13119;20;LOS PAJARITOS
13119;21;LAS PARCELAS
13119;22;SIMÓN BOLIVAR
13119;23;CIUDAD SATÉLITE
13120;1;SIMÓN BOLIVAR
13120;2;PUCARÁ
13120;3;PLAZA LOS GUINDOS
13120;4;CHACRA VALPARAÍSO
13120;5;PLAZA ÑUÑOA
13120;6;SANTA JULIA
13120;7;PLAZA ZAÑARTU
13120;8;ESTADIO NACIONAL
13120;9;PISCINA MUNDT
13120;10;CRESCENTE ERRÁZURIZ
13120;11;HOSPITAL DE CARABINEROS
13121;1;LA VICTORIA
13121;2;ESTADIO YARUR
13121;3;LA MARINA
13121;4;MIGUEL DÁVILA
13121;5;LA FERIA
13121;6;LO VALLEDOR NORTE
13121;7;LO VALLEDOR SUR
13121;8;NAVIDAD
13122;1;JOSÉ ARRIETA
13122;2;PEÑALOLÉN
13122;3;LO HERMIDA
13122;4;TORRES DE MACUL
13122;5;VIÑA MACUL
13122;6;VILLA LOS LAGOS
13122;7;AVENIDA PARQUE
13122;8;QUEBRADA CAMARONES
13122;9;DIAGONAL LAS TORRES
13122;10;GABRIELA MISTRAL
13122;11;SIMÓN BOLIVAR
13123;1;CONDELL
13123;2;PEDRO DE VALDIVIA
13123;3;LOS LEONES
13123;4;POCURO
13123;5;DIEGO DE ALMAGRO
13123;6;PARQUE BUSTAMANTE
13123;7;PEDRO DE VALDIVIA NORTE
13123;8;HOSPITAL MILITAR
13124;1;MUNICIPALIDAD
13124;2;EMBALSE LO PRADO
13124;3;BARRANCAS
13124;4;LA ESTRELLA
13124;5;ESTRELLA DE CHILE
13124;6;SANTA CORINA
13124;7;LO AGUIRRE
13124;8;PUDAHUEL
13124;9;FEDERICO ERRÁZURIZ
13124;10;SAN DANIEL
13125;1;QUILICURA
13125;2;LO ECHEVERS
13125;3;SAN IGNACIO
13125;4;MANUEL ANTONIO MATTA
13126;1;MUNICIPALIDAD
13126;2;CARRASCAL
13126;3;YUNGAY
13126;4;VILLA SANA
13126;5;QUIDORA
13126;6;MERCURIO
13126;7;CÓNSUL POINSETT
13126;8;CATAMARCA
13126;9;FRONTERA
13127;1;RECOLETA
13127;2;CERRO BLANCO
13127;3;CEMENTERIO GENERAL
13127;4;LO ARÁNGUIZ
13127;5;SALZBURGO
13127;6;CEMENTERIO ISRAELITA
13127;7;QUINTA BELLA
13127;8;CEMENTERIO CATÓLICO
13127;9;REGIMIENTO BUIN
13127;10;CERRO SAN CRISTÓBAL
13127;11;EMILIANO ZAPATA
13127;12;ARCO IRIS
13127;13;EL SALTO
13128;1;RENCA
13128;2;LO RUIZ
13128;3;JOSÉ MIGUEL CARRERA
13128;4;SANTA MARÍA
13128;5;PLANTA ELÉCTRICA
13128;6;JOSÉ MIGUEL INFANTE
13128;7;EL PEREJIL
13128;8;CERRO COLORADO
13128;9;CHUNGARÁ
13128;10;CLOTARIO BLEST
13129;1;SAN JOAQUÍN
13129;2;EL PINAR
13129;3;EDWARDS BELLO NORTE
13129;4;EDWARDS BELLO SUR
13129;5;LA CASTRINA
13129;6;PEDRO MIRA
13129;7;LAS INDUSTRIAS
13130;1;BARROS LUCO
13130;2;LO VIAL
13130;3;LO MENA
13130;4;ATACAMA
13130;5;SALESIANOS
13130;6;EL LLANO
13130;7;CIUDAD DEL NIÑO
13131;1;POBLACIÓN MODELO
13131;2;LAS AMÉRICAS
13131;3;PARAGUAY
13131;4;GENERAL KÖRNER
13131;5;LA BANDERA
13131;6;SAN RAMÓN
13131;7;PARQUE LA BANDERA
13132;1;NACIONES UNIDAS
13132;2;ESTADIO MANQUEHUE
13132;3;LO CURRO
13132;4;CLUB DE GOLF
13132;5;VITACURA
13201;1;PUENTE ALTO
13201;2;EL PERAL
13201;3;LAS VIZCACHAS
13201;4;REGIMIENTO
13201;5;BAJOS DE MENA
13201;6;TOCORNAL
13201;7;GABRIELA
13201;8;SAN CARLOS
13201;9;SÓTERO DEL RIO
13201;10;LOS JARDINES
13201;11;EL LABRADOR
13201;12;LOS TOROS
13201;13;ARTURO PRAT
13201;14;EJÉRCITO LIBERTADOR
13201;15;TENIENTE BELLO
13201;16;PORVENIR
13201;17;PADRE HURTADO
13201;18;AVENIDA CHILOÉ
13201;19;LAS NIEVES ORIENTE
13202;1;PIRQUE
13202;2;SANTA RITA
13202;3;EL PRINCIPAL
13203;1;SAN JOSÉ
13203;2;RÍO COLORADO
13203;3;SAN GABRIEL
13203;4;QUELTEHUES
13203;5;EL INGENIO
13203;6;EL CANELO
13301;1;COLINA
13301;2;CHICUREO
13301;3;ALGARROBAL
13301;4;PELDEHUE
13301;5;CHACABUCO
13301;6;COLINA ORIENTE
13302;1;LAMPA
13302;2;CHICAUMA
13302;3;BATUCO
13302;4;LA VILANA
13302;5;LIPANGUE
13303;1;TILTIL
13303;2;POLPAICO
13303;3;MONTENEGRO
13303;4;RUNGUE
13303;5;CALEU
13401;1;O'HIGGINS
13401;2;ESCUELA DE INFANTERÍA
13401;3;CALDERÓN DE LA BARCA
13401;4;SANTA MARTA
13401;5;HOSPITAL
13401;6;CERRO NEGRO
13401;7;MAESTRANZA
13401;8;NOS
13401;9;NOGALES
13401;10;TEJAS DE CHENA
13401;11;CHENA
13401;12;LO HERRERA
13401;13;ESTACIÓN
13401;14;LOS MORROS
13402;1;BUIN
13402;2;ALTO JAHUEL
13402;3;LINDEROS
13402;4;MAIPO
13402;5;VALDIDIA DE PAINE
13402;6;EL RECURSO
13403;1;CALERA DE TANGO
13403;2;SAN AGUSTÍN
13403;3;SANTA INÉS
13403;4;CALERA DE TANGO SUR
13403;5;BAJOS DE SAN AGUSTÍN
13404;1;PAINE
13404;2;HUELQUÉN
13404;3;HOSPITAL
13404;4;ACULEO
13404;5;CHADA
13404;6;PAINE SUR
13404;7;EL TRÁNSITO
13404;8;CHAMPA
13404;9;ABRANTES
13501;1;MELIPILLA PONIENTE
13501;2;MELIPILLA ORIENTE
13501;3;CHOCALÁN
13501;4;CHOLQUI
13501;5;LOS GUINDOS
13501;6;MAITENES
13501;7;CULIPRÁN
13501;8;HUECHÚN
13501;9;LUMBRERA
13501;10;SAN JOSÉ
13501;11;MALLARAUCO
13501;12;POMAIRE
13501;13;PUANGUE PONIENTE
13501;14;CEMENTERIO
13501;15;CODIGUA
13501;16;BOLLENAR
13501;17;SAN BERNARDO
13502;1;VILLA ALHUÉ
13502;2;TORO
13502;3;POLULO
13502;4;YERBAS BUENAS
13502;5;CARÉN
13503;1;CURACAVÍ
13503;2;MIRAFLORES
13503;3;LO PRADO
13503;4;ZAPATA
13503;5;CARÉN
13503;6;CURACAVÍ SUR
13503;7;LOLENCO
13503;8;ALHUÉ
13504;1;MARÍA PINTO
13504;2;LO OVALLE
13504;3;CHOROMBO
13504;4;IBACACHE
13504;5;EL PARRÓN
13505;1;SAN PEDRO
13505;2;LONGOVILO
13505;3;SANTA ROSA
13505;4;LOICA
13505;5;CORNECHE
13505;6;NIHUE
13601;1;ESTACIÓN
13601;2;EL OLIVETO
13601;3;TREBULCO
13601;4;ENTRERRÍOS
13602;1;EL MONTE
13602;2;CHIÑIHUE
13602;3;EL PAICO
13603;1;RECREO
13603;2;ISLA DE MAIPO
13603;3;ROSARIO
13603;4;NALTAGUA
13603;5;SAN ANTONIO DE NALTAGUA
13604;1;CASA DE EJERCICIOS
13604;2;ESPERANZA
13604;3;PADRE HURTADO
13604;4;VILLA LOS SILOS
13604;5;EL TREBAL
13605;1;PEÑAFLOR
13605;2;MALLOCO
13605;3;CAUPOLICÁN
14101;1;CAMILO HENRÍQUEZ
14101;2;ISLA TEJA
14101;3;MERCEDES
14101;4;LAS ÁNIMAS
14101;5;ESTACIÓN
14101;6;HUELLELHUE
14101;7;TENIENTE MERINO
14101;8;LAS MULATAS
14101;9;PANTANO
14101;10;AGUIRRE
14101;11;PICHOY
14101;12;MOLCO
14101;13;PISHUINCO
14101;14;SANTO DOMINGO
14101;15;GUACAMAYO
14101;16;ESTANCILLA
14101;17;NIEBLA
14101;18;CURIÑANCO
14101;19;TAMBILLO
14102;1;CORRAL
14102;2;ISLA DEL REY
14102;3;TRES BOCAS
14102;4;CHAIHUÍN
14103;1;LANCO
14103;2;QUILCHE
14103;3;MALALHUE
14103;4;EL ARCO
14103;5;HUENUYE
14103;6;QUILQUIL
14103;7;PEÑEHUE
14104;1;COLLILEUFU
14104;2;TOMÉN
14104;3;MALIHUE
14104;4;RIÑIHUE
14104;5;PICHICO
14104;6;EL TRÉBOL
14104;7;QUILQUILCO
14104;8;ENCO
14104;9;QUILAHUENTRU
14104;10;HUITE
14104;12;FOLILCO
14105;1;MÁFIL
14105;2;CHIGUAO
14105;3;MILLAHUILLÍN
14105;4;HUICHACO
14105;5;MULPÚN
14106;1;SAN JOSÉ
14106;2;LINGUE
14106;3;CIRUELOS
14106;4;MELIQUINA
14106;5;PELCHUQUÍN
14106;6;CRUCES
14106;7;YECO
14107;1;LOS ULMOS
14107;2;PULICÁN
14107;3;PAILLACO
14107;4;ITROPULLI
14107;5;REUMÉN
14108;1;PANGUIPULLI
14108;2;PANGUILELFÚN
14108;3;CALAFQUÉN
14108;4;MELEFQUÉN
14108;5;COÑARIPE
14108;6;LIQUIÑE
14108;7;CHOSHUENCO
14108;8;COIHUECO
14108;9;EL DESAGÜE
14108;10;CORRELTUÉ
14108;11;NELTUME
14108;12;RÍO HUAHUM
14201;1;LA UNIÓN
14201;2;CUDICO
14201;3;CUNCOS
14201;4;EL PELIGRO
14201;5;CENTINELA
14201;6;GUACAHUE
14201;7;ROFUCO
14201;8;LOS CHILCOS
14201;9;TRAIGUÉN
14202;1;FUTRONO
14202;2;HUITE
14202;3;LLIFÉN
14202;4;LONCOPÁN
14202;5;QUIMÁN
14202;6;MAIHUÉ
14203;1;LAGO RANCO
14203;2;RIÑINAHUE
14203;3;IGNAO
14203;4;LAGO MAIHUÉ
14203;5;RUPUMEICA
14204;1;RÍO BUENO
14204;2;PURRIHUÍN
14204;3;PAILLAHUE
14204;5;LICÁN
14204;6;PUYEHUE
14204;7;COCULE
14204;8;CAYURRUCA
14204;9;VIVANCO
14204;10;SAN PABLO
14204;11;MAIHUE
15101;1;PUERTO
15101;2;REGIMIENTO
15101;3;CHINCHORRO
15101;4;SAN JOSÉ
15101;5;POBLACIÓN CHILE
15101;6;AZAPA
15101;7;JOSE MANUEL BALMACEDA
15101;8;CARLOS DITTBORN
15101;9;PARQUE LAUCA
15101;10;JOSE MIGUEL CARRERA
15101;11;CONDELL
15101;12;FUERTE CIUDADELA
15101;13;CHACA
15101;14;EL MORRO
15101;15;CHACALLUTA
15101;16;MOLINOS
15101;17;PEDRO BLANQUIER
15101;18;CANCHA RAYADA
15101;19;LAS TORRES
15102;1;CODPA
15102;2;CARITAYA
15102;3;ESQUIÑA
15102;4;CAMARONES
15102;5;CUYA
15201;1;PUTRE
15201;2;CAQUENA
15201;3;PARINACOTA
15201;4;SOCOROMA
15201;5;BELÉN
15201;6;LAUCA
15201;7;TIGNAMAR
15201;8;SURIRE
15201;9;ITIZA
15202;1;VISVIRI
15202;2;NASAHUENTO
15202;3;CORONEL ALCÉRRECA
15202;4;TACORA
